Available_bike_stands,StationID,Hour,Weekday,past_available_bike_stands,Total_Available_bike_stands,Temp,Weather(Rain),Wind_Speed
25.5,43,14,3,29.5,1214.5,12.76,0,2.6
23.5,43,15,3,25.5,1192.1667,12.77,0,2.1
23.0,43,16,3,23.5,1106.0,11.14,0,3.6
11.5,43,17,3,23.0,980.5,9.05,0,3.1
2.5,43,18,3,11.5,1045.0,7.46,0,3.1
0.3333,43,19,3,2.5,1145.6667,6.84,0,3.1
0.6667,43,20,3,0.3333,1206.3333,6.34,0,3.1
1.0,43,21,3,0.6667,1254.5,6.12,0,1.5
1.1667,43,22,3,1.0,1271.1667,5.67,0,1.0
0.3333,43,23,3,1.1667,1276.6667,5.15,0,2.6
0.0,43,1,4,0.0,1302.0,5.3,0,1.5
0.0,43,2,4,0.0,1305.0,5.31,0,0.5
0.0,43,3,4,0.0,1304.0,5.31,0,2.1
0.0,43,4,4,0.0,1268.8333,5.88,0,5.1
2.5,43,5,4,0.0,1298.1667,7.22,0,4.1
11.0,43,6,4,2.5,1244.0,7.24,0,2.6
24.6667,43,7,4,11.0,1116.5,6.48,0,1.0
29.8333,43,8,4,24.6667,918.3333,7.16,0,0.5
30.0,43,9,4,29.8333,1215.8333,8.13,0,1.0
16.0,43,10,4,30.0,1180.6667,9.14,0,1.0
20.8333,43,11,4,16.0,1174.6667,8.86,0,0.5
21.3333,43,12,4,20.8333,1149.1667,9.98,1,4.1
24.0,43,13,4,21.3333,1120.6667,10.09,0,4.1
26.6667,43,14,4,24.0,1196.3333,10.73,0,5.7
27.8333,43,15,4,26.6667,1190.6667,10.13,0,6.2
26.6667,43,16,4,27.8333,1088.5,10.03,0,6.2
12.5,43,17,4,26.6667,995.3333,9.5,1,4.6
17.3333,43,18,4,12.5,1075.3333,9.11,1,4.6
5.8333,43,19,4,17.3333,1144.0,8.93,0,4.1
0.5,43,20,4,5.8333,1181.8333,9.21,0,3.6
2.0,43,21,4,0.5,1217.8333,9.11,0,3.6
1.3333,43,22,4,2.0,1258.1667,9.01,0,3.6
0.1667,43,23,4,1.3333,1278.0,8.54,1,3.6
6.0,44,1,5,6.5,1274.3333,7.96,0,3.6
6.0,44,2,5,6.0,1284.6667,7.06,0,2.1
6.0,44,3,5,6.0,1299.6667,6.55,0,1.5
5.0,44,4,5,6.0,1241.0,6.96,0,3.6
9.1667,44,5,5,5.0,1265.3333,6.88,0,2.1
19.8333,44,6,5,9.1667,1192.8333,6.9,0,2.6
13.3333,44,7,5,19.8333,1121.0,5.13,0,2.1
24.5,44,8,5,13.3333,903.6667,6.32,0,1.5
29.8333,44,9,5,24.5,1090.6667,8.75,0,1.0
28.8333,44,10,5,29.8333,1138.3333,10.73,0,2.6
29.5,44,11,5,28.8333,1135.5,12.51,0,3.1
29.6667,44,12,5,29.5,1101.8333,13.93,0,2.1
29.1667,44,13,5,29.6667,1100.1667,12.96,0,2.6
29.5,44,14,5,29.1667,1181.5,12.35,1,2.6
29.6667,44,15,5,29.5,1181.3333,11.22,1,3.6
28.8333,44,16,5,29.6667,1100.3333,10.67,1,3.6
22.8333,44,17,5,28.8333,1035.8333,9.65,1,4.1
16.1667,44,18,5,22.8333,1174.1667,9.65,1,5.1
13.6667,44,19,5,16.1667,1214.0,9.67,1,4.6
11.8333,44,20,5,13.6667,1234.8333,9.65,1,1.0
11.3333,44,21,5,11.8333,1267.8333,9.65,1,4.1
11.1667,44,22,5,11.3333,1273.0,9.65,1,3.6
6.3333,44,23,5,11.1667,1265.6667,9.34,1,4.1
0.0,44,1,6,1.3333,1304.6667,8.64,0,4.1
0.0,44,2,6,0.0,1295.8333,7.99,1,6.7
0.0,44,3,6,0.0,1289.6667,7.02,1,4.1
0.0,44,4,6,0.0,1260.1667,5.93,0,4.6
0.3333,44,5,6,0.0,1308.6667,5.63,0,4.6
2.1667,44,6,6,0.3333,1276.6667,4.8,0,3.6
4.8333,44,7,6,2.1667,1269.1667,5.61,0,2.6
9.5,44,8,6,4.8333,1259.5,6.97,1,2.1
11.6667,44,9,6,9.5,1226.6667,8.46,1,2.1
17.0,44,10,6,11.6667,1236.6667,8.51,1,5.1
17.3333,44,11,6,17.0,1220.5,10.43,1,6.7
24.8333,44,12,6,17.3333,1232.5,10.88,1,8.7
34.3333,44,13,6,24.8333,1239.1667,11.07,1,8.7
19.5,44,14,6,34.3333,1237.6667,11.3,1,10.8
25.6667,44,15,6,19.5,1232.0,10.37,1,8.7
26.1667,44,16,6,25.6667,1238.1667,9.04,1,9.3
31.0,44,17,6,26.1667,1212.8333,8.47,1,7.7
23.3333,44,18,6,31.0,1249.3333,7.51,1,8.7
28.5,44,19,6,23.3333,1218.1667,7.4,1,7.7
26.8333,44,20,6,28.5,1271.0,6.9,1,6.7
27.8333,44,21,6,26.8333,1263.8333,6.48,1,7.2
27.6667,44,22,6,27.8333,1261.3333,6.28,1,8.2
27.3333,44,23,6,27.6667,1281.8333,6.06,1,5.7
23.0,44,1,7,23.6667,1297.3333,5.95,1,6.7
23.0,44,2,7,23.0,1302.0,5.95,1,6.2
23.0,44,3,7,23.0,1311.3333,6.18,1,5.1
23.0,44,4,7,23.0,1260.8333,6.06,1,5.1
23.6667,44,6,7,23.0,1284.6667,6.06,1,5.1
23.6667,44,6,7,23.0,1284.6667,6.17,1,4.6
26.3333,44,7,7,23.6667,1290.5,6.12,0,3.6
30.0,44,8,7,26.3333,1274.6667,5.88,0,3.6
29.0,44,9,7,30.0,1269.8333,6.01,1,3.1
30.0,44,10,7,29.0,1236.1667,5.18,1,4.1
28.8333,44,11,7,30.0,1260.5,4.43,1,1.0
28.5,44,12,7,28.8333,1263.0,3.74,1,4.6
24.5,44,13,7,28.5,1275.1667,2.75,1,5.1
27.8333,44,14,7,24.5,1258.8333,2.37,1,5.7
26.0,44,15,7,27.8333,1272.1667,2.45,1,6.7
22.8333,44,16,7,26.0,1279.5,1.68,1,7.7
22.5,44,17,7,22.8333,1263.5,0.46,1,6.7
23.0,44,18,7,22.5,1278.1667,0.46,1,6.7
22.1667,44,19,7,23.0,1257.1667,0.75,1,7.7
22.1667,44,20,7,22.1667,1288.3333,1.18,1,6.2
19.1667,44,21,7,22.1667,1281.0,1.4,1,6.7
19.3333,44,22,7,19.1667,1292.3333,1.7,1,5.7
15.1667,44,23,7,19.3333,1263.6667,1.4,1,5.7
17.0,44,1,1,17.0,1302.3333,1.52,1,4.6
17.0,44,2,1,17.0,1302.8333,1.53,1,5.1
17.0,44,3,1,17.0,1314.0,1.35,0,4.6
14.1667,44,4,1,17.0,1265.3333,1.36,1,4.1
18.8333,44,5,1,14.1667,1278.8333,1.71,0,4.6
14.6667,44,6,1,18.8333,1209.5,1.74,1,3.6
21.8333,44,7,1,14.6667,1131.1667,2.24,1,3.6
29.6667,44,8,1,21.8333,969.1667,2.78,1,3.6
34.6667,44,9,1,29.6667,1122.5,3.31,1,3.1
25.0,44,10,1,34.6667,1189.0,4.22,1,4.6
30.0,44,11,1,25.0,1192.3333,4.55,1,5.7
28.3333,44,12,1,30.0,1142.6667,4.31,1,6.2
29.1667,44,13,1,28.3333,1125.0,5.11,1,9.3
24.8333,44,15,1,29.6667,1199.8333,5.69,1,4.6
26.3333,44,16,1,24.8333,1142.1667,4.6,1,5.7
22.8333,44,17,1,26.3333,1019.5,4.04,0,4.6
17.1667,44,18,1,22.8333,1072.8333,3.49,1,4.1
6.8333,44,19,1,17.1667,1165.5,3.77,0,3.6
0.3333,44,20,1,6.8333,1199.6667,4.15,1,5.1
0.1667,44,21,1,0.3333,1246.3333,3.92,1,5.1
0.0,44,22,1,0.1667,1270.8333,3.81,1,5.7
0.0,44,23,1,0.0,1275.0,3.31,1,7.2
0.0,44,1,2,0.0,1270.5,3.72,1,6.2
0.0,44,2,2,0.0,1275.3333,4.38,0,6.7
0.0,44,3,2,0.0,1242.8333,4.9,1,7.2
0.0,44,4,2,0.0,1229.0,4.98,1,8.2
2.3333,44,5,2,0.0,1282.5,5.0,1,8.2
12.1667,44,6,2,2.3333,1236.3333,4.99,1,7.7
24.5,44,7,2,12.1667,1118.0,5.28,1,7.2
29.3333,44,8,2,24.5,876.3333,5.84,0,8.2
24.6667,44,9,2,29.3333,1063.5,7.03,1,9.3
30.0,44,10,2,24.6667,1136.5,7.97,0,8.2
24.5,44,11,2,30.0,979.3333,9.51,1,8.7
33.1667,44,12,2,24.5,1124.6667,10.0,0,7.2
24.8333,44,13,2,33.1667,1108.5,10.12,0,7.7
27.8333,44,14,2,24.8333,1166.3333,9.88,1,6.7
26.8333,44,15,2,27.8333,1212.1667,9.43,0,6.2
23.8333,44,17,2,24.6667,1018.3333,8.69,1,5.7
23.8333,44,17,2,24.6667,1018.3333,8.47,0,4.1
9.0,44,18,2,23.8333,1105.1667,7.88,0,3.6
0.3333,44,19,2,9.0,1201.6667,7.07,1,4.6
1.6667,44,20,2,0.3333,1262.6667,6.9,1,4.6
1.3333,44,22,2,3.0,1263.8333,6.99,1,6.7
0.0,44,23,2,1.3333,1233.3333,7.13,1,8.2
0.0,44,1,3,0.0,1275.6667,8.96,1,4.6
0.0,44,2,3,0.0,1285.0,9.67,1,5.1
0.0,44,3,3,0.0,1273.8333,9.78,1,4.6
0.0,44,4,3,0.0,1231.1667,9.54,1,4.1
1.8333,44,5,3,0.0,1294.8333,9.52,0,5.1
9.3333,44,6,3,1.8333,1228.6667,9.35,1,5.1
23.3333,44,7,3,9.3333,1117.6667,9.25,1,4.6
29.5,44,8,3,23.3333,916.0,9.41,1,5.1
30.0,44,9,3,29.5,1122.0,9.48,1,5.7
30.0,44,10,3,30.0,1185.0,9.68,1,5.7
30.0,44,11,3,30.0,1180.8333,7.05,1,4.6
29.6667,44,12,3,30.0,1149.6667,6.55,1,4.6
29.3333,44,13,3,29.6667,1138.0,6.03,1,7.7
29.6667,44,14,3,29.3333,1193.1667,5.84,1,7.2
28.1667,44,15,3,29.6667,1215.3333,6.87,0,9.3
28.1667,44,16,3,28.1667,1119.8333,7.05,1,9.8
28.3333,44,17,3,28.1667,1014.8333,6.6,1,9.3
17.0,44,18,3,28.3333,1086.0,6.05,1,8.7
3.5,44,19,3,17.0,1154.1667,5.75,0,7.7
0.1667,44,20,3,3.5,1248.5,5.28,1,6.7
0.0,44,21,3,0.1667,1239.8333,5.0,1,6.2
0.6667,44,22,3,0.0,1256.5,5.0,0,6.2
1.5,44,23,3,0.6667,1279.3333,4.83,1,7.2
0.0,44,1,4,0.0,1300.1667,4.68,1,6.7
0.0,44,2,4,0.0,1310.6667,4.4,0,7.7
0.0,44,3,4,0.0,1299.5,4.39,1,6.7
0.0,44,4,4,0.0,1270.3333,4.4,0,7.7
2.1667,44,5,4,0.0,1297.1667,4.58,0,9.3
9.5,44,6,4,2.1667,1231.5,4.64,1,11.8
20.1667,44,7,4,9.5,1120.6667,4.99,0,11.3
25.5,44,8,4,20.1667,933.0,5.1,1,12.9
29.8333,44,9,4,25.5,1114.3333,5.56,1,13.4
29.8333,44,10,4,29.8333,1189.3333,6.87,1,12.9
34.5,44,11,4,29.8333,1211.3333,6.95,1,12.3
24.3333,44,12,4,34.5,1152.3333,7.95,1,12.9
29.1667,44,13,4,24.3333,1134.5,9.27,1,11.3
29.5,44,14,4,29.1667,1225.5,9.55,1,11.8
29.1667,44,15,4,29.5,1208.5,8.65,1,9.3
27.1667,44,16,4,29.1667,1128.5,7.94,1,9.8
28.8333,44,17,4,27.1667,1021.3333,7.12,1,9.3
17.5,44,18,4,28.8333,1099.1667,6.33,1,6.2
6.3333,44,19,4,17.5,1170.8333,5.12,0,5.1
0.1667,44,20,4,6.3333,1239.0,4.23,1,4.1
0.3333,44,21,4,0.1667,1251.6667,3.92,0,5.1
0.5,44,22,4,0.3333,1262.0,3.78,0,4.6
0.6667,44,23,4,0.5,1256.5,3.15,0,4.1
1.0,44,1,5,0.8333,1286.3333,2.05,1,3.1
1.0,44,2,5,1.0,1281.1667,1.51,0,2.6
0.3333,44,3,5,1.0,1275.3333,1.9,0,2.1
18.1667,44,8,5,0.1667,969.6667,5.88,0,3.6
30.0,44,9,5,18.1667,1140.1667,5.89,1,4.6
24.6667,44,10,5,30.0,1207.0,6.26,1,5.1
30.0,44,11,5,24.6667,1183.0,6.75,1,5.7
28.6667,44,12,5,30.0,1142.3333,7.75,1,6.2
29.0,44,13,5,28.6667,1121.5,8.78,1,7.7
33.0,44,14,5,29.0,1175.3333,9.68,1,8.2
24.1667,44,15,5,33.0,1184.6667,10.04,1,4.6
28.3333,44,16,5,24.1667,1115.5,10.22,1,5.1
23.0,44,17,5,28.3333,1035.0,9.52,1,10.3
19.5,44,18,5,23.0,1134.5,8.18,0,7.2
14.8333,44,19,5,19.5,1181.8333,7.43,1,5.7
11.8333,44,20,5,14.8333,1243.5,7.48,0,5.7
10.8333,44,21,5,11.8333,1238.6667,7.13,1,7.2
11.5,44,22,5,10.8333,1266.3333,6.37,0,9.3
10.0,44,23,5,11.5,1262.3333,6.06,0,5.1
9.0,44,1,6,8.5,1303.8333,5.75,0,4.1
9.0,44,2,6,9.0,1296.5,6.4,0,5.7
9.0,44,3,6,9.0,1293.0,6.62,1,5.7
7.5,44,4,6,9.0,1246.8333,6.75,0,8.2
10.3333,44,5,6,7.5,1310.8333,6.81,1,7.2
9.6667,44,6,6,10.3333,1292.0,5.95,1,6.2
14.8333,44,7,6,9.6667,1276.8333,5.95,1,7.7
17.1667,44,8,6,14.8333,1241.8333,6.29,1,9.8
18.1667,44,9,6,17.1667,1237.3333,6.98,0,11.3
19.3333,44,10,6,18.1667,1230.0,7.69,1,10.8
26.0,44,11,6,19.3333,1190.8333,7.97,0,10.8
28.5,44,12,6,26.0,1180.1667,8.32,1,12.3
24.0,44,13,6,28.5,1175.6667,7.94,0,11.3
29.8333,44,14,6,24.0,1186.0,7.51,1,7.7
28.5,44,15,6,29.8333,1167.0,7.5,0,8.7
28.8333,44,16,6,28.5,1192.1667,6.96,1,5.7
29.3333,44,17,6,28.8333,1191.3333,6.79,0,5.1
28.3333,44,18,6,29.3333,1227.5,6.32,1,3.1
25.8333,44,19,6,28.3333,1232.0,5.69,1,2.6
28.0,44,20,6,25.8333,1219.3333,5.23,1,2.1
29.3333,44,21,6,28.0,1253.0,4.77,1,3.1
29.0,44,22,6,29.3333,1250.3333,4.01,1,3.1
27.8333,44,23,6,29.0,1248.0,3.35,1,3.1
25.0,44,1,7,25.6667,1275.3333,2.72,1,2.1
25.0,44,2,7,25.0,1282.1667,2.58,1,2.6
25.0,44,3,7,25.0,1271.5,2.21,1,1.5
20.8333,44,4,7,25.0,1240.1667,2.31,1,4.1
24.1667,44,5,7,20.8333,1280.1667,2.68,1,3.1
23.3333,44,6,7,24.1667,1283.8333,3.13,1,7.2
25.3333,44,7,7,23.3333,1249.1667,2.86,1,7.7
29.6667,44,8,7,25.3333,1250.6667,3.41,0,7.2
30.0,44,9,7,29.6667,1246.6667,4.57,0,6.7
25.0,44,10,7,30.0,1228.0,5.62,0,10.3
29.6667,44,11,7,25.0,1197.3333,5.34,1,13.9
29.3333,44,12,7,29.6667,1193.0,5.21,0,12.9
29.6667,44,13,7,29.3333,1179.3333,5.15,1,7.2
29.5,44,14,7,29.6667,1204.1667,3.73,1,18.5
29.6667,44,15,7,29.5,1205.3333,3.35,1,9.8
26.3333,44,16,7,29.6667,1207.5,3.71,1,7.2
27.1667,44,17,7,26.3333,1207.1667,2.63,1,7.7
26.3333,44,18,7,27.1667,1215.5,1.86,1,7.7
26.1667,44,19,7,26.3333,1234.3333,1.86,1,6.7
17.1667,44,20,7,26.1667,1266.8333,1.51,1,7.7
16.1667,44,21,7,17.1667,1238.3333,1.51,1,7.7
15.6667,44,22,7,16.1667,1248.6667,1.61,0,7.2
13.1667,44,23,7,15.6667,1244.5,1.27,1,7.7
12.0,44,1,1,12.1667,1256.6667,1.17,1,6.2
12.0,44,2,1,12.0,1263.3333,1.27,1,7.2
12.0,44,3,1,12.0,1270.6667,1.36,1,6.7
10.0,44,4,1,12.0,1226.1667,1.14,0,6.7
12.6667,44,5,1,10.0,1282.5,1.26,1,8.2
22.0,44,6,1,12.6667,1175.5,1.8,0,3.6
30.0,44,7,1,22.0,1065.8333,2.34,1,5.1
29.1667,44,8,1,30.0,959.6667,3.93,1,4.6
30.0,44,9,1,29.1667,1088.6667,5.12,0,5.7
24.1667,44,10,1,30.0,1135.5,6.26,1,4.1
30.0,44,11,1,24.1667,1173.6667,7.43,0,5.7
29.6667,44,12,1,30.0,1122.1667,8.04,0,5.7
29.0,44,13,1,29.6667,1089.5,8.13,1,6.2
28.8333,44,14,1,29.0,1164.1667,8.81,0,5.1
29.1667,44,15,1,28.8333,1186.0,8.47,1,6.7
28.0,44,16,1,29.1667,1089.0,8.62,0,7.7
24.6667,44,17,1,28.0,998.0,7.82,1,8.2
14.0,44,18,1,24.6667,1105.1667,7.06,1,8.7
2.0,44,19,1,14.0,1163.5,7.3,1,10.3
0.6667,44,20,1,2.0,1204.8333,7.74,1,10.3
0.0,44,21,1,0.6667,1211.1667,8.73,1,10.3
0.5,44,22,1,0.0,1239.8333,9.2,1,11.3
0.1667,44,23,1,0.5,1234.8333,9.89,1,9.8
0.0,44,1,2,0.0,1235.6667,9.57,1,11.8
0.0,44,2,2,0.0,1273.8333,6.08,1,7.7
0.0,44,3,2,0.0,1272.6667,5.6,1,7.2
0.0,44,4,2,0.0,1220.0,4.81,1,8.2
1.8333,44,5,2,0.0,1270.1667,4.44,1,9.8
10.5,44,6,2,1.8333,1190.5,4.25,1,6.2
20.5,44,7,2,10.5,1113.6667,3.92,1,5.7
29.6667,44,8,2,20.5,915.6667,3.93,1,4.1
30.0,44,9,2,29.6667,1108.0,4.2,1,6.7
29.3333,44,10,2,30.0,1160.5,5.0,1,5.7
24.8333,44,11,2,29.3333,1190.0,6.91,1,6.7
29.8333,44,12,2,24.8333,1134.6667,6.33,1,5.7
29.5,44,13,2,29.8333,1131.5,6.16,1,8.7
29.1667,44,14,2,29.5,1202.0,7.21,1,9.8
26.6667,44,15,2,29.1667,1189.3333,7.22,1,10.3
25.5,44,16,2,26.6667,1127.0,6.87,1,12.3
27.5,44,17,2,25.5,1010.3333,6.58,0,10.8
17.1667,44,18,2,27.5,1010.3333,5.96,1,12.9
14.5,44,19,2,17.1667,812.1667,5.72,1,10.8
9.1667,44,20,2,14.5,1223.3333,5.98,1,10.8
5.8333,44,21,2,9.1667,1254.8333,5.98,1,10.8
6.8333,44,22,2,5.8333,1243.0,5.98,0,11.8
4.8333,44,23,2,6.8333,1301.3333,5.97,1,12.3
2.0,44,1,3,2.5,1284.6667,5.34,1,11.3
1.6667,44,2,3,2.0,1285.5,5.75,1,11.8
2.0,44,3,3,1.6667,1285.5,5.84,1,14.9
1.6667,44,4,3,2.0,1237.3333,5.96,1,13.9
3.5,44,5,3,1.6667,1297.5,5.89,1,14.4
11.5,44,6,3,3.5,1248.0,5.7,0,15.4
20.1667,44,7,3,11.5,1139.6667,5.72,1,15.4
27.6667,44,8,3,20.1667,976.0,6.18,1,12.3
30.0,44,9,3,27.6667,1100.6667,6.92,1,14.4
30.0,44,10,3,30.0,1148.1667,8.25,0,12.9
30.0,44,11,3,30.0,1183.8333,9.2,1,13.4
29.5,44,12,3,30.0,1125.8333,9.3,0,13.4
29.0,44,13,3,29.5,1097.3333,9.21,1,12.3
28.3333,44,14,3,29.0,1206.5,8.58,1,13.4
29.6667,44,15,3,28.3333,1185.5,8.05,1,13.4
29.6667,44,16,3,29.6667,1136.0,7.74,1,10.3
24.5,44,17,3,29.6667,1020.5,7.43,1,6.2
14.3333,44,18,3,24.5,1094.1667,7.13,1,8.2
0.5,44,19,3,14.3333,1193.5,7.13,1,5.7
1.0,44,20,3,0.5,1249.8333,7.47,1,7.7
0.0,44,21,3,1.0,1246.3333,7.86,1,7.7
0.8333,44,22,3,0.0,1279.6667,7.85,1,8.7
0.5,44,23,3,0.8333,1322.0,7.84,1,8.2
0.0,44,1,4,0.1667,1315.5,8.32,1,8.7
0.0,44,2,4,0.0,1310.8333,8.96,1,9.8
0.0,44,3,4,0.0,1320.1667,9.26,1,10.3
0.0,44,4,4,0.0,1281.8333,9.57,1,10.3
1.6667,44,5,4,0.0,1308.5,9.86,1,13.9
7.5,44,6,4,1.6667,1246.0,9.55,1,11.8
19.6667,44,7,4,7.5,1146.1667,8.93,1,11.3
28.3333,44,8,4,19.6667,935.1667,9.16,1,10.3
29.3333,44,9,4,28.3333,1096.0,9.62,0,11.8
28.6667,44,10,4,29.3333,1193.1667,10.23,0,11.8
29.8333,44,11,4,28.6667,1178.3333,9.45,1,10.8
29.0,44,12,4,29.8333,1137.5,10.7,0,10.8
29.3333,44,13,4,29.0,1118.3333,10.24,1,11.3
27.8333,44,14,4,29.3333,1214.1667,10.16,0,10.8
23.8333,44,15,4,27.8333,1193.1667,10.1,0,10.8
28.1667,44,16,4,23.8333,1121.6667,9.88,0,10.3
24.8333,44,17,4,28.1667,1022.6667,9.13,0,8.7
20.0,44,18,4,24.8333,1078.5,8.39,1,9.8
12.0,44,19,4,20.0,1154.1667,7.86,1,4.1
9.8333,44,20,4,12.0,1231.1667,7.49,1,3.6
6.6667,44,21,4,9.8333,1250.0,9.03,1,3.1
7.6667,44,22,4,6.6667,1257.0,10.06,1,2.6
6.0,44,23,4,7.6667,1275.8333,11.07,1,8.2
6.0,44,1,5,6.0,1300.5,11.07,1,10.8
6.0,44,2,5,6.0,1301.1667,10.95,1,11.8
6.0,44,3,5,6.0,1311.8333,11.06,1,12.3
5.0,44,4,5,6.0,1251.8333,10.42,1,12.9
7.6667,44,5,5,5.0,1284.0,9.47,1,10.8
15.8333,44,6,5,7.6667,1232.8333,8.74,1,11.8
25.5,44,7,5,15.8333,1162.8333,8.32,1,10.3
29.3333,44,8,5,25.5,997.1667,8.42,0,7.2
30.0,44,9,5,29.3333,1152.0,9.09,0,9.3
29.5,44,10,5,30.0,1207.5,9.72,1,11.3
29.6667,44,11,5,29.5,1226.5,9.75,0,14.9
29.6667,44,12,5,29.6667,1117.3333,10.19,0,12.9
29.3333,44,13,5,29.6667,1132.0,9.88,1,13.9
27.5,44,14,5,29.3333,1190.6667,9.92,1,10.3
29.3333,44,15,5,27.5,1177.3333,9.35,1,12.3
26.1667,44,16,5,29.3333,1122.6667,8.61,1,9.8
25.5,44,17,5,26.1667,1063.5,8.38,0,5.1
23.5,44,18,5,25.5,1174.3333,7.69,1,5.7
15.8333,44,19,5,23.5,1194.5,6.96,1,2.6
11.0,44,20,5,15.8333,1243.5,6.67,1,3.6
6.5,44,21,5,11.0,1275.6667,5.84,1,2.6
4.3333,44,22,5,6.5,1310.5,5.42,1,2.6
1.0,44,23,5,4.3333,1286.8333,5.34,1,2.6
0.0,44,1,6,0.0,1323.8333,8.78,1,3.1
0.0,44,2,6,0.0,1320.0,10.45,1,6.2
0.0,44,3,6,0.0,1335.1667,10.84,1,7.2
0.0,44,4,6,0.0,1275.6667,10.84,1,7.2
0.1667,44,5,6,0.0,1340.8333,10.61,1,8.7
2.3333,44,6,6,0.1667,1297.1667,10.34,1,8.7
4.3333,44,7,6,2.3333,1303.0,10.34,1,9.8
7.1667,44,8,6,4.3333,1282.1667,10.95,1,9.8
12.1667,44,9,6,7.1667,1265.1667,11.06,1,9.8
15.6667,44,10,6,12.1667,1292.0,11.28,1,9.3
18.0,44,11,6,15.6667,1277.8333,11.06,1,8.7
22.8333,44,12,6,18.0,1233.0,10.6,1,7.7
28.8333,44,13,6,22.8333,1253.8333,9.19,1,8.7
30.0,44,14,6,28.8333,1242.5,7.16,1,12.9
28.6667,44,15,6,30.0,1274.1667,6.77,0,11.3
24.5,44,16,6,28.6667,1260.8333,6.18,1,8.7
29.8333,44,17,6,24.5,1266.6667,5.81,1,8.7
26.6667,44,18,6,29.8333,1268.1667,4.9,0,8.2
23.6667,44,19,6,26.6667,1278.0,4.2,0,6.7
23.5,44,20,6,23.6667,1293.1667,2.94,1,5.7
19.0,44,21,6,23.5,1293.8333,2.87,0,7.2
16.6667,44,22,6,19.0,1299.3333,2.78,0,7.2
12.8333,44,23,6,16.6667,1298.6667,2.25,0,7.7
11.0,44,1,7,11.5,1325.3333,1.96,0,8.2
11.0,44,2,7,11.0,1326.0,1.96,1,6.2
9.1667,44,3,7,11.0,1331.0,1.43,0,5.7
9.1667,44,4,7,9.1667,1286.0,1.08,0,7.7
11.3333,44,5,7,9.1667,1329.6667,1.07,0,7.2
12.6667,44,6,7,11.3333,1322.3333,1.26,1,5.7
13.8333,44,7,7,12.6667,1287.0,1.75,0,5.1
17.8333,44,8,7,13.8333,1296.3333,3.27,0,6.2
22.6667,44,9,7,17.8333,1274.6667,4.63,0,6.7
28.5,44,10,7,22.6667,1285.6667,5.29,1,11.3
29.3333,44,11,7,28.5,1250.0,6.22,1,11.8
28.8333,44,12,7,29.3333,1243.6667,8.31,0,11.8
27.8333,44,13,7,28.8333,1240.1667,9.49,0,10.3
28.3333,44,14,7,27.8333,1195.0,9.93,0,8.7
28.8333,44,15,7,28.3333,1139.1667,9.69,1,11.3
29.5,44,16,7,28.8333,1123.6667,9.31,1,10.3
29.6667,44,17,7,29.5,1113.5,7.65,1,10.3
28.0,44,18,7,29.6667,1102.8333,7.3,0,5.1
26.0,44,19,7,28.0,1111.5,6.24,1,7.7
27.0,44,20,7,26.0,1123.8333,5.21,0,6.7
26.1667,44,21,7,27.0,1099.8333,5.11,0,8.2
23.6667,44,22,7,26.1667,1072.1667,4.68,0,6.2
22.8333,44,23,7,23.6667,1085.0,4.49,0,7.2
16.0,44,1,1,13.5,1311.5,4.91,0,6.7
16.0,44,2,1,16.0,1292.5,4.91,0,4.1
16.0,44,3,1,16.0,1306.8333,5.0,1,6.2
13.3333,44,4,1,16.0,1255.3333,5.0,1,4.6
17.5,44,5,1,13.3333,1296.3333,5.0,1,4.6
19.0,44,6,1,17.5,1271.3333,5.0,1,4.1
29.5,44,7,1,19.0,1278.1667,5.21,1,4.6
30.0,44,8,1,29.5,1259.5,6.2,0,4.1
30.0,44,9,1,30.0,1265.8333,6.76,1,5.7
30.0,44,10,1,30.0,1253.3333,7.81,0,5.7
24.8333,44,11,1,30.0,1241.0,9.08,1,7.7
29.6667,44,12,1,24.8333,1206.5,9.3,0,7.2
26.8333,44,13,1,29.6667,1203.6667,9.69,0,8.2
28.0,44,14,1,26.8333,1202.0,10.07,0,8.2
29.6667,44,15,1,28.0,1192.6667,9.96,0,8.7
29.5,44,16,1,29.6667,1199.1667,9.88,0,6.7
29.3333,44,17,1,29.5,1208.3333,9.54,0,7.7
27.5,44,18,1,29.3333,1176.1667,8.93,0,6.7
25.0,44,19,1,27.5,1232.5,8.62,1,4.1
21.0,44,20,1,25.0,1217.5,8.61,0,4.6
19.0,44,21,1,21.0,1241.3333,8.5,1,4.6
17.3333,44,22,1,19.0,1242.3333,8.42,1,5.1
18.0,44,23,1,17.3333,1246.5,8.09,1,5.7
18.0,44,1,2,15.0,1255.0,7.24,0,4.1
18.0,44,2,2,18.0,1270.8333,7.27,0,3.1
18.0,44,3,2,18.0,1268.8333,6.79,0,4.1
15.0,44,4,2,18.0,1236.0,6.49,0,5.1
18.6667,44,5,2,15.0,1246.0,5.96,0,3.6
27.1667,44,6,2,18.6667,1200.8333,6.87,1,3.1
27.1667,44,7,2,27.1667,1123.8333,6.79,1,3.6
25.1667,44,8,2,27.1667,990.1667,7.44,1,3.1
29.1667,44,9,2,25.1667,1136.8333,8.74,1,2.6
30.0,44,10,2,29.1667,1180.3333,9.64,0,3.1
29.3333,44,11,2,30.0,1209.0,11.03,0,5.7
29.1667,44,12,2,29.3333,1149.3333,12.34,0,5.1
33.8333,44,13,2,29.1667,1119.1667,12.44,1,7.2
